t_s,ax_g,ay_g,az_g
159.460,-0.19360,0.10099,1.07163
159.470,-0.15907,0.10423,1.03021
159.480,-0.14081,0.10164,1.03971
159.490,-0.14877,0.08557,1.03642
159.500,-0.16942,0.09615,1.00215
159.510,-0.13205,0.08972,1.00385
159.520,-0.16993,0.06680,0.98946
159.530,-0.17119,0.10291,0.94642
159.540,-0.15981,0.08968,0.97813
159.550,-0.16594,0.06340,0.96658
159.560,-0.12403,0.07402,0.93363
159.570,-0.12403,0.04656,0.91556
159.580,-0.11152,0.04959,0.86970
159.590,-0.12672,0.06922,0.85234
159.600,-0.11513,0.05981,0.83752
159.610,-0.15384,0.03518,0.76406
159.620,-0.09963,0.04690,0.73716
159.630,-0.10236,0.03462,0.69522
159.640,-0.12344,0.01183,0.72471
159.650,-0.10012,0.02435,0.65527
159.660,-0.09884,0.03253,0.66319
159.670,-0.05263,0.02650,0.61181
159.680,-0.10156,-0.01670,0.63446
159.690,-0.06394,0.01754,0.61605
159.700,-0.08017,0.01208,0.57894
159.710,-0.05470,-0.02875,0.60512
159.720,-0.02055,-0.00905,0.60230
159.730,-0.01034,0.01509,0.66441
159.740,0.01599,0.03131,0.71039
159.750,0.04684,-0.03064,0.77226
159.760,0.05572,0.02048,0.81518
159.770,0.10936,-0.03787,0.85505
159.780,0.11160,0.02662,0.91649
159.790,0.14095,-0.00711,0.97006
159.800,0.17365,-0.01763,1.07775
159.810,0.19204,0.00274,1.08915
159.820,0.21823,-0.02469,1.14787
159.830,0.22562,0.00369,1.20423
159.840,0.23814,-0.01043,1.29907
159.850,0.22683,-0.08564,1.34080
159.860,0.21138,-0.02735,1.36600
159.870,0.19836,-0.00924,1.38988
159.880,0.18250,0.00610,1.37710
159.890,0.23527,-0.01105,1.41400
159.900,0.13540,0.00059,1.43209
159.910,0.17931,-0.04132,1.37636
159.920,0.11166,-0.01222,1.35682
159.930,0.12212,-0.01551,1.36451
159.940,0.02322,-0.06693,1.34575
159.950,0.03092,-0.01651,1.31538
159.960,0.03342,-0.03639,1.28979
159.970,-0.01144,-0.05324,1.23451
159.980,-0.06049,-0.05846,1.16431
159.990,-0.11797,-0.07829,1.17539
160.000,-0.12774,-0.05008,1.15873
160.010,-0.09210,-0.06190,1.09525
160.020,-0.14165,-0.06156,1.08081
160.030,-0.14709,-0.07689,1.01904
160.040,-0.14720,-0.07953,1.03894
160.050,-0.18267,-0.09462,1.06092
160.060,-0.14909,-0.07202,1.00632
160.070,-0.16360,-0.08604,0.98137
160.080,-0.14519,-0.09901,1.02915
160.090,-0.15694,-0.10909,0.98900
160.100,-0.17018,-0.14527,0.97144
160.110,-0.14016,-0.15264,0.94801
160.120,-0.11173,-0.12282,0.91159
160.130,-0.11000,-0.09201,0.89686
160.140,-0.11128,-0.13279,0.90920
160.150,-0.08878,-0.13266,0.83307
160.160,-0.10651,-0.13876,0.84237
160.170,-0.09776,-0.14437,0.78847
160.180,-0.10544,-0.13535,0.75414
160.190,-0.07386,-0.10926,0.67953
160.200,-0.08410,-0.12168,0.68894
160.210,-0.09734,-0.11884,0.64970
160.220,-0.11110,-0.11612,0.59373
160.230,-0.05273,-0.09363,0.60768
160.240,-0.08120,-0.08463,0.58627
160.250,-0.05399,-0.12320,0.59615
160.260,0.00510,-0.09378,0.57878
160.270,-0.00972,-0.07251,0.59000
160.280,0.02534,-0.05355,0.63624
160.290,0.00371,-0.05090,0.65987
160.300,0.05939,-0.02768,0.70330
160.310,0.06366,-0.06271,0.73583
160.320,0.09665,-0.01620,0.81597
160.330,0.15627,0.02670,0.89201
160.340,0.13633,-0.00304,0.95022
160.350,0.16701,0.00816,1.00450
160.360,0.17111,0.02716,1.04586
160.370,0.22651,0.01616,1.12623
160.380,0.21336,0.01825,1.18888
160.390,0.25647,0.04823,1.27530
160.400,0.20958,0.02356,1.32216
160.410,0.25488,0.07375,1.35161
160.420,0.22698,0.08585,1.36862
160.430,0.24503,0.05071,1.42222
160.440,0.21558,0.09371,1.41968
160.450,0.18583,0.09317,1.36717
160.460,0.16532,0.13344,1.43314
160.470,0.12910,0.13577,1.38323
160.480,0.13329,0.13137,1.38355
160.490,0.06427,0.14298,1.34704
160.500,0.04784,0.11492,1.28074
160.510,0.02820,0.13012,1.26361
160.520,0.02276,0.12180,1.19974
160.530,-0.03859,0.10808,1.18829
160.540,-0.06953,0.13011,1.17344
160.550,-0.08227,0.12650,1.14101
160.560,-0.14866,0.12314,1.09812
160.570,-0.14674,0.12437,1.08154
160.580,-0.14189,0.12452,1.06714
160.590,-0.15640,0.13825,1.05976
160.600,-0.17830,0.10547,1.01779
160.610,-0.13003,0.08778,1.01324
160.620,-0.14013,0.12273,0.97824
160.630,-0.13845,0.12175,0.96625
160.640,-0.14945,0.10695,0.99985
160.650,-0.12728,0.07196,0.99291
160.660,-0.11140,0.08688,0.94924
160.670,-0.11984,0.08989,0.91856
160.680,-0.09892,0.05745,0.89238
160.690,-0.11770,0.05816,0.89965
160.700,-0.09466,0.06522,0.76781
160.710,-0.06946,0.08662,0.85880
160.720,-0.06413,0.06243,0.78085
160.730,-0.05918,0.04163,0.69346
160.740,-0.07716,0.04444,0.75908
160.750,-0.07911,0.03079,0.62913
160.760,-0.08485,0.03180,0.60267
160.770,-0.10693,0.05070,0.60523
160.780,-0.09088,-0.00562,0.60152
160.790,-0.05840,0.05591,0.61764
160.800,-0.04580,0.07054,0.58415
160.810,-0.00129,0.02745,0.58163
160.820,0.01364,0.00530,0.60800
160.830,-0.00680,0.04317,0.63414
160.840,0.04537,0.02370,0.70496
160.850,0.04364,0.00606,0.74193
160.860,0.09258,-0.00424,0.76125
160.870,0.12168,0.00585,0.82544
160.880,0.15717,0.01669,0.85902
160.890,0.14853,0.02968,0.97578
160.900,0.20312,0.01641,1.03014
160.910,0.16736,0.01874,1.10605
160.920,0.24943,0.00186,1.17518
160.930,0.23765,0.02440,1.25319
160.940,0.24806,0.00180,1.26743
160.950,0.21223,0.04114,1.32169
160.960,0.24462,-0.01044,1.38851
160.970,0.27340,0.00852,1.38075
160.980,0.22623,0.04214,1.39960
160.990,0.23238,0.01663,1.46159
161.000,0.19751,0.00784,1.40592
161.010,0.19279,-0.00430,1.43094
161.020,0.14690,-0.01266,1.36691
161.030,0.09366,-0.02099,1.34455
161.040,0.08132,-0.03284,1.28418
161.050,0.07976,-0.05670,1.30382
161.060,0.02583,-0.01781,1.27132
161.070,-0.01680,-0.06626,1.22366
161.080,0.00260,-0.02755,1.19672
161.090,-0.04438,-0.05200,1.17253
161.100,-0.07278,-0.07028,1.09549
161.110,-0.10047,-0.02848,1.09975
161.120,-0.10591,-0.09101,1.10807
161.130,-0.11495,-0.08074,1.04904
161.140,-0.17973,-0.08415,1.00987
161.150,-0.13055,-0.07482,1.04402
161.160,-0.14100,-0.09496,1.01190
161.170,-0.14461,-0.05807,0.99558
161.180,-0.13345,-0.11898,0.97489
161.190,-0.15428,-0.01368,0.98714
161.200,-0.15219,-0.11992,0.94140
161.210,-0.08392,-0.04246,0.96229
161.220,-0.09265,-0.08196,0.91288
161.230,-0.14382,-0.10764,0.90592
161.240,-0.10158,-0.10185,0.87480
161.250,-0.06783,-0.11419,0.80161
161.260,-0.08725,-0.09917,0.80097
161.270,-0.05359,-0.11959,0.75103
161.280,-0.05463,-0.08863,0.73448
161.290,-0.09979,-0.09634,0.68645
161.300,-0.07196,-0.11615,0.61915
161.310,-0.07341,-0.08342,0.64609
161.320,-0.08600,-0.07950,0.56495
161.330,-0.07902,-0.09525,0.59890
161.340,-0.05537,-0.08286,0.62877
161.350,-0.03871,-0.05678,0.62289
161.360,-0.00405,-0.03732,0.61669
161.370,0.03013,-0.05351,0.62215
161.380,0.04107,-0.02308,0.66464
161.390,0.06960,-0.00893,0.72965
161.400,0.07479,0.00359,0.74380
161.410,0.11880,-0.00403,0.82587
161.420,0.13071,-0.02008,0.86377
161.430,0.15127,0.02625,0.94197
161.440,0.22304,0.01512,1.00654
161.450,0.16119,0.03959,1.09217
161.460,0.18986,0.02729,1.16027
161.470,0.25057,0.03810,1.25338
161.480,0.24861,0.04604,1.26213
161.490,0.23104,0.04320,1.31891
161.500,0.23912,0.06718,1.37450
161.510,0.23657,0.06700,1.37950
161.520,0.26224,0.10719,1.40102
161.530,0.25273,0.08217,1.42039
161.540,0.24058,0.09704,1.39425
161.550,0.15117,0.11676,1.40252
161.560,0.12741,0.15849,1.36518
161.570,0.09538,0.11318,1.35137
161.580,0.11771,0.10339,1.37186
161.590,0.06762,0.10803,1.29358
161.600,0.02869,0.11949,1.26633
161.610,0.00090,0.12521,1.17371
161.620,-0.03338,0.18531,1.20081
161.630,-0.08029,0.15867,1.19859
161.640,-0.06975,0.13242,1.11172
161.650,-0.10205,0.17447,1.12308
161.660,-0.13660,0.12320,1.06507
161.670,-0.11134,0.12465,1.02373
161.680,-0.13770,0.12031,1.03042
161.690,-0.12743,0.14663,1.01025
161.700,-0.13416,0.12060,1.01260
161.710,-0.11093,0.14767,0.99137
161.720,-0.11948,0.12140,0.96439
161.730,-0.13532,0.12583,0.98083
161.740,-0.10421,0.06606,0.97750
161.750,-0.09634,0.06299,0.94822
161.760,-0.08625,0.05817,0.91685
161.770,-0.06939,0.07744,0.88645
161.780,-0.09689,0.04977,0.87114
161.790,-0.06657,0.09999,0.81694
161.800,-0.11062,0.06598,0.81105
161.810,-0.07537,0.07723,0.73357
161.820,-0.07564,0.05026,0.68916
161.830,-0.03829,0.07203,0.70243
161.840,-0.06692,0.01193,0.63752
161.850,-0.04714,0.04626,0.61696
161.860,-0.08848,0.05356,0.59012
161.870,-0.05221,0.05187,0.60871
161.880,-0.05165,0.03076,0.57499
161.890,0.02791,0.00014,0.62207
161.900,-0.01901,0.05212,0.62271
161.910,0.01451,0.02187,0.63568
161.920,0.03691,0.02168,0.69523
161.930,0.02619,0.07047,0.68667
161.940,0.07283,0.02650,0.75839
161.950,0.11795,0.01284,0.76747
161.960,0.13845,0.01040,0.86564
161.970,0.11715,0.03373,0.91645
161.980,0.17688,0.00328,1.02929
161.990,0.23145,0.02880,1.10427
162.000,0.24252,0.03942,1.13924
162.010,0.27095,0.01435,1.25171
162.020,0.23815,0.03447,1.24443
162.030,0.28969,0.01176,1.28541
162.040,0.26398,-0.00239,1.33754
162.050,0.29195,-0.02395,1.38571
162.060,0.24989,0.01256,1.41683
162.070,0.19334,0.01042,1.42369
162.080,0.23094,0.02127,1.40139
162.090,0.18056,0.01617,1.42209
162.100,0.15397,0.03633,1.37281
162.110,0.10196,-0.02044,1.41829
162.120,0.13142,-0.00581,1.35325
162.130,0.05592,-0.03107,1.25937
162.140,0.06559,-0.00338,1.25558
162.150,-0.00546,-0.04543,1.21504
162.160,-0.04419,-0.01373,1.23789
162.170,-0.02518,-0.05202,1.14380
162.180,-0.07557,-0.02737,1.08683
162.190,-0.09412,-0.02405,1.12465
162.200,-0.13322,-0.08478,1.02258
162.210,-0.12747,-0.08612,1.05216
162.220,-0.11658,-0.05987,1.05748
162.230,-0.15441,-0.06723,1.01818
162.240,-0.13932,-0.08067,1.04070
162.250,-0.13442,-0.08910,1.00725
162.260,-0.12012,-0.10108,0.96821
162.270,-0.08586,-0.08136,0.97691
162.280,-0.11462,-0.11082,0.99172
162.290,-0.11531,-0.08725,0.94344
162.300,-0.03964,-0.10852,0.92775
162.310,-0.09685,-0.10734,0.90188
162.320,-0.08640,-0.07576,0.85022
162.330,-0.08503,-0.08148,0.80055
162.340,-0.07955,-0.12028,0.80828
162.350,-0.06929,-0.11682,0.79493
162.360,-0.04965,-0.08205,0.74276
162.370,-0.05721,-0.12375,0.66989
162.380,-0.04053,-0.06269,0.67363
162.390,-0.03702,-0.08498,0.65630
162.400,-0.04813,-0.09441,0.63895
162.410,-0.03728,-0.07705,0.61188
162.420,-0.01284,-0.04375,0.59698
162.430,-0.04487,-0.10663,0.58030
162.440,0.04244,-0.03589,0.60012
162.450,0.00012,-0.02436,0.64434
162.460,0.02388,-0.04598,0.63780
162.470,0.02952,-0.03185,0.67666
162.480,0.05487,-0.01815,0.75672
162.490,0.12403,0.00365,0.80536
162.500,0.17656,-0.01552,0.88828
162.510,0.14619,0.00905,0.94251
162.520,0.18978,0.01770,0.98080
162.530,0.21056,0.04364,1.09059
162.540,0.24667,0.09386,1.13178
162.550,0.28795,0.03581,1.20216
162.560,0.28660,0.06197,1.23797
162.570,0.25916,0.05478,1.30527
162.580,0.27702,0.06944,1.32643
162.590,0.27607,0.06648,1.32708
162.600,0.25471,0.06567,1.42901
162.610,0.21951,0.12764,1.38864
162.620,0.20687,0.11820,1.39848
162.630,0.22287,0.11937,1.39187
162.640,0.19834,0.10577,1.42728
162.650,0.13975,0.12676,1.38012
162.660,0.11779,0.10939,1.35691
162.670,0.10421,0.13546,1.33308
162.680,0.01388,0.14540,1.29557
162.690,0.00767,0.12982,1.25020
162.700,0.02735,0.12671,1.21484
162.710,-0.03410,0.13243,1.20747
162.720,-0.08662,0.15828,1.12178
162.730,-0.08208,0.14502,1.09962
162.740,-0.08052,0.10720,1.10472
162.750,-0.16445,0.15153,1.07607
162.760,-0.11867,0.14507,1.04338
162.770,-0.13465,0.13457,1.08141
162.780,-0.16173,0.15989,0.99576
162.790,-0.12609,0.12318,1.00736
162.800,-0.12699,0.12670,0.99935
162.810,-0.11955,0.12256,0.97243
162.820,-0.11971,0.12557,0.95269
162.830,-0.12628,0.09824,0.94325
162.840,-0.12800,0.08436,0.96180
162.850,-0.10611,0.11123,0.89985
162.860,-0.06916,0.10470,0.88957
162.870,-0.07656,0.10633,0.84073
162.880,-0.07836,0.08381,0.83553
162.890,-0.09430,0.03733,0.80928
162.900,-0.07809,0.06857,0.74933
162.910,-0.05324,0.06118,0.73240
162.920,-0.05511,0.08055,0.68304
162.930,-0.07136,0.07286,0.65605
162.940,-0.10958,0.05997,0.63834
162.950,-0.06483,0.00257,0.61547
162.960,-0.05299,0.02416,0.60074
162.970,-0.05114,0.03029,0.56142
162.980,-0.02834,0.02798,0.56997
162.990,0.01188,0.03565,0.57332
163.000,0.01312,0.05969,0.60271
163.010,0.05448,0.04369,0.67223
163.020,0.02754,0.00796,0.69717
163.030,0.07633,0.00819,0.74084
163.040,0.06950,0.00496,0.84560
163.050,0.12600,0.01970,0.89503
163.060,0.13948,0.03692,0.90427
163.070,0.21066,0.03890,0.98561
163.080,0.21581,0.01090,1.05080
163.090,0.24762,0.01659,1.13581
163.100,0.23482,0.04936,1.16968
163.110,0.23482,-0.01526,1.23733
163.120,0.24121,0.02560,1.30781
163.130,0.26943,0.02166,1.33719
163.140,0.29688,0.00312,1.34513
163.150,0.26017,0.00644,1.39541
163.160,0.23054,0.01270,1.40847
163.170,0.21562,-0.00440,1.41336
163.180,0.19592,-0.01435,1.37533
163.190,0.21069,-0.01925,1.40961
163.200,0.16570,0.02856,1.35973
163.210,0.11524,-0.02148,1.32078
163.220,0.08030,-0.01291,1.31515
163.230,0.05214,-0.00577,1.29419
163.240,0.02496,-0.03049,1.25867
163.250,-0.02257,-0.03054,1.23821
163.260,-0.05816,-0.02637,1.16654
163.270,-0.04460,-0.05870,1.11559
163.280,-0.08532,-0.07789,1.11281
163.290,-0.08357,-0.06724,1.03726
163.300,-0.08256,-0.02353,1.05477
163.310,-0.11419,-0.07501,1.04546
163.320,-0.12295,-0.06620,1.02571
163.330,-0.06834,-0.10047,1.03132
163.340,-0.12758,-0.05203,1.00766
163.350,-0.15056,-0.08952,1.00455
163.360,-0.12961,-0.09689,0.98844
163.370,-0.08697,-0.09436,0.93918
163.380,-0.13723,-0.04487,0.96504
163.390,-0.11958,-0.08925,0.92383
163.400,-0.07582,-0.10361,0.91757
163.410,-0.09738,-0.15993,0.89798
163.420,-0.08892,-0.07638,0.84523
163.430,-0.06086,-0.11784,0.81693
163.440,-0.09308,-0.12081,0.79888
163.450,-0.10517,-0.11811,0.75469
163.460,-0.10099,-0.07191,0.76456
163.470,-0.05900,-0.09967,0.69715
163.480,-0.06245,-0.12615,0.64277
163.490,-0.07761,-0.09594,0.68044
163.500,-0.08172,-0.10391,0.62352
163.510,-0.05698,-0.07480,0.59981
163.520,-0.02013,-0.08376,0.62238
163.530,-0.04764,-0.10082,0.59799
163.540,-0.03005,-0.06388,0.59897
163.550,-0.02384,-0.05560,0.58669
163.560,0.01193,-0.07127,0.60024
163.570,0.04765,-0.07668,0.70681
163.580,0.10671,-0.02273,0.73301
163.590,0.09368,-0.02456,0.77490
163.600,0.11395,-0.01357,0.83400
163.610,0.15803,0.01551,0.90533
163.620,0.17972,-0.02820,0.97706
163.630,0.17773,0.02179,1.01495
163.640,0.25648,0.04381,1.09963
163.650,0.22801,0.03677,1.16890
163.660,0.24751,0.02178,1.20658
163.670,0.26374,0.04631,1.22443
163.680,0.26478,0.05960,1.29871
163.690,0.28844,0.04577,1.32502
163.700,0.24101,0.09305,1.40290
163.710,0.25823,0.09346,1.37883
163.720,0.23071,0.08775,1.38776
163.730,0.22745,0.12694,1.39543
163.740,0.17993,0.10277,1.41748
163.750,0.15041,0.14812,1.40330
163.760,0.14279,0.11776,1.34820
163.770,0.10443,0.10795,1.32877
163.780,0.04925,0.11173,1.30396
163.790,0.06111,0.13448,1.30259
163.800,0.01839,0.11296,1.19993
163.810,-0.02643,0.13825,1.17887
163.820,-0.06055,0.12764,1.22336
163.830,-0.06715,0.12678,1.16779
163.840,-0.08108,0.13335,1.08655
163.850,-0.14238,0.15259,1.15420
163.860,-0.11545,0.11936,1.08249
163.870,-0.11869,0.13108,1.05320
163.880,-0.18406,0.13296,1.06429
163.890,-0.13519,0.09610,1.00309
163.900,-0.12457,0.12658,0.99803
163.910,-0.12392,0.12791,0.99697
163.920,-0.11483,0.12612,0.99292
163.930,-0.13159,0.07958,0.97584
163.940,-0.13934,0.07576,0.95760
163.950,-0.14786,0.09011,0.92753
163.960,-0.08356,0.08357,0.92160
163.970,-0.08543,0.08075,0.89594
163.980,-0.07094,0.06784,0.86334
163.990,-0.10446,0.07338,0.82851
164.000,-0.07032,0.01339,0.79150
164.010,-0.11353,0.07260,0.73929
164.020,-0.09834,0.08404,0.76332
164.030,-0.07596,0.03892,0.71686
164.040,-0.06240,0.04966,0.69103
164.050,-0.03849,0.07512,0.62010
164.060,-0.07206,0.03835,0.61031
164.070,-0.07811,0.04025,0.60184
164.080,-0.07066,0.06773,0.60035
164.090,-0.05530,0.06866,0.57571
164.100,0.01616,0.00403,0.63229
164.110,0.00273,0.01459,0.63073
164.120,0.02821,0.03852,0.64138
164.130,0.02186,0.02864,0.67729
164.140,0.04928,0.03107,0.70858
164.150,0.08750,-0.03706,0.74855
164.160,0.08855,-0.02514,0.76941
164.170,0.11829,0.04829,0.89547
164.180,0.13561,0.02682,0.94272
164.190,0.16393,0.01719,1.03039
164.200,0.19564,-0.01596,1.08333
164.210,0.19726,-0.00069,1.13415
164.220,0.23501,0.01766,1.19591
164.230,0.24655,-0.02286,1.23361
164.240,0.24432,-0.01092,1.27212
164.250,0.23355,0.00891,1.31631
164.260,0.24936,0.01120,1.34858
164.270,0.22927,-0.01327,1.38670
164.280,0.22750,0.01436,1.41998
164.290,0.23114,0.01098,1.42284
164.300,0.16261,-0.04689,1.37516
164.310,0.20612,0.01843,1.41140
164.320,0.13337,0.00541,1.37892
164.330,0.11321,-0.01765,1.36636
164.340,0.05891,-0.02867,1.33452
164.350,0.06548,-0.01453,1.25954
164.360,0.00932,-0.02428,1.26401
164.370,-0.02553,-0.04524,1.25596
164.380,-0.05662,-0.01272,1.16984
164.390,-0.07532,-0.09213,1.14365
164.400,-0.08332,-0.06864,1.09316
164.410,-0.10653,-0.05176,1.09748
164.420,-0.12546,-0.06716,1.05361
164.430,-0.14991,-0.05750,1.04541
164.440,-0.15852,-0.10469,1.04992
164.450,-0.15648,-0.08706,1.04605
164.460,-0.13921,-0.06397,0.97744
164.470,-0.13377,-0.12161,0.99460
164.480,-0.12762,-0.10103,0.98696
164.490,-0.13860,-0.11097,0.97628
164.500,-0.12491,-0.09683,0.98080
164.510,-0.12945,-0.09954,0.96478
164.520,-0.15437,-0.10827,0.94785
164.530,-0.11760,-0.11828,0.91349
164.540,-0.11513,-0.11292,0.87908
164.550,-0.12350,-0.11858,0.84646
164.560,-0.10998,-0.11638,0.83870
164.570,-0.09260,-0.08638,0.77777
164.580,-0.11521,-0.13867,0.74471
164.590,-0.10433,-0.10619,0.73803
164.600,-0.05670,-0.12955,0.71061
164.610,-0.11684,-0.06859,0.66553
164.620,-0.08473,-0.10219,0.65155
164.630,-0.09939,-0.12491,0.61165
164.640,-0.08442,-0.09910,0.59817
164.650,-0.06463,-0.11790,0.59969
164.660,-0.06941,-0.09503,0.57580
164.670,-0.02468,-0.06311,0.61353
164.680,0.00689,-0.04071,0.61090
164.690,0.01519,-0.03835,0.63770
164.700,0.03959,-0.05364,0.67720
164.710,0.01416,-0.03134,0.73433
164.720,0.06100,-0.01744,0.72307
164.730,0.10021,0.02077,0.79737
164.740,0.13351,-0.02672,0.90346
164.750,0.17588,0.02525,0.95602
164.760,0.18566,-0.01701,1.00219
164.770,0.20367,0.03819,1.07682
164.780,0.25712,0.01184,1.14983
164.790,0.22166,0.02010,1.22772
164.800,0.22524,0.03739,1.24188
164.810,0.24139,0.03658,1.32375
164.820,0.22156,0.06929,1.34837
164.830,0.23826,0.09357,1.34983
164.840,0.19442,0.03462,1.37866
164.850,0.20558,0.08065,1.42857
164.860,0.19654,0.06916,1.43744
164.870,0.19645,0.11514,1.40459
164.880,0.17480,0.13096,1.41635
164.890,0.10564,0.10392,1.38351
164.900,0.13676,0.09753,1.35157
164.910,0.06736,0.08277,1.32881
164.920,0.03801,0.15683,1.26616
164.930,-0.02984,0.14631,1.25585
164.940,-0.03931,0.08172,1.21739
164.950,-0.03336,0.13508,1.21510
164.960,-0.07584,0.09972,1.16866
164.970,-0.09891,0.11113,1.12974
164.980,-0.11496,0.09504,1.13024
164.990,-0.16322,0.07811,1.05421
165.000,-0.14751,0.11477,1.04484
165.010,-0.12509,0.15063,1.07145
165.020,-0.13588,0.09077,1.04364
165.030,-0.16149,0.12325,0.98558
165.040,-0.12652,0.12216,1.00916
165.050,-0.17969,0.11107,0.96733
165.060,-0.16910,0.13173,0.97153
165.070,-0.10649,0.10586,0.97533
165.080,-0.12576,0.11764,0.94968
165.090,-0.13656,0.05329,0.93069
165.100,-0.12562,0.08576,0.89445
165.110,-0.13494,0.09569,0.90983
165.120,-0.10832,0.04468,0.86959
165.130,-0.10574,-0.01487,0.81384
165.140,-0.10590,0.02437,0.80062
165.150,-0.12669,0.03024,0.75894
165.160,-0.09576,0.05117,0.72083
165.170,-0.10922,0.02404,0.70217
165.180,-0.11556,0.03111,0.70228
165.190,-0.06691,0.01489,0.62441
165.200,-0.04404,0.02061,0.63055
165.210,-0.04213,0.01834,0.61980
165.220,-0.05954,0.00379,0.60277
165.230,-0.06714,0.02991,0.60940
165.240,-0.05006,0.03841,0.59638
165.250,-0.02483,-0.01459,0.62305
165.260,-0.02316,0.01056,0.64009
165.270,0.03209,-0.02433,0.64511
165.280,-0.01255,-0.03255,0.69127
165.290,0.04621,0.02165,0.78184
165.300,0.09307,0.03962,0.80643
165.310,0.08539,-0.00844,0.86886
165.320,0.12233,0.03353,0.95371
165.330,0.16269,-0.01734,1.00066
165.340,0.20294,-0.01030,1.08196
165.350,0.16579,0.02647,1.12844
165.360,0.18006,-0.02649,1.16933
165.370,0.20031,0.00864,1.26462
165.380,0.19585,-0.01826,1.27583
165.390,0.19987,-0.02748,1.35811
165.400,0.20736,-0.02522,1.37666
165.410,0.24408,-0.06061,1.37832
165.420,0.20089,0.00553,1.41522
165.430,0.19088,-0.01787,1.39976
165.440,0.15011,-0.02834,1.39103
165.450,0.15730,-0.04250,1.40006
165.460,0.15466,-0.02595,1.39405
165.470,0.06982,-0.01835,1.36095
165.480,0.09122,-0.04561,1.31308
165.490,0.03274,-0.02521,1.27003
165.500,-0.00507,-0.04359,1.26070
165.510,-0.02705,-0.05578,1.20886
165.520,-0.05497,-0.04068,1.19575
165.530,-0.05081,-0.07425,1.16539
165.540,-0.09970,-0.09441,1.15083
165.550,-0.11803,-0.07581,1.12269
165.560,-0.15244,-0.07944,1.10559
165.570,-0.13872,-0.08998,1.06478
165.580,-0.18255,-0.06705,1.03911
165.590,-0.16578,-0.08604,1.04039
165.600,-0.11181,-0.10338,1.02638
165.610,-0.21845,-0.10599,1.01294
165.620,-0.16048,-0.10879,1.03137
165.630,-0.15487,-0.10406,0.99382
165.640,-0.15895,-0.11733,0.99031
165.650,-0.15200,-0.12483,0.92913
165.660,-0.13948,-0.15130,0.91301
165.670,-0.14003,-0.14116,0.89579
165.680,-0.12479,-0.12319,0.88732
165.690,-0.13397,-0.12613,0.85693
165.700,-0.07956,-0.16011,0.83518
165.710,-0.12162,-0.14149,0.83100
165.720,-0.10236,-0.14801,0.76291
165.730,-0.12466,-0.10057,0.74084
165.740,-0.09015,-0.12057,0.70001
165.750,-0.09130,-0.11401,0.68956
165.760,-0.09391,-0.12025,0.65354
165.770,-0.11791,-0.12705,0.61741
165.780,-0.10581,-0.11834,0.62124
165.790,-0.04840,-0.09383,0.60489
165.800,-0.08642,-0.10251,0.60859
165.810,-0.04487,-0.08027,0.59947
165.820,-0.06053,-0.07995,0.62815
165.830,-0.00293,-0.06887,0.63566
165.840,-0.01597,-0.05936,0.65404
165.850,0.00131,-0.06794,0.70762
165.860,0.03063,-0.05442,0.77880
165.870,0.05902,-0.02055,0.83318
165.880,0.10365,0.00748,0.86948
165.890,0.12191,-0.00087,0.97461
165.900,0.12230,-0.06513,0.99257
165.910,0.16526,-0.01465,1.08074
165.920,0.16175,0.01258,1.13210
165.930,0.21279,-0.00205,1.20341
165.940,0.22765,0.00641,1.22829
165.950,0.21725,0.03005,1.26713
165.960,0.22486,0.05409,1.32770
165.970,0.25107,0.06788,1.38433
165.980,0.20439,0.05605,1.39638
165.990,0.17524,0.06187,1.37827
166.000,0.18771,0.06065,1.42850
166.010,0.13136,0.09383,1.40888
166.020,0.12422,0.09800,1.40714
166.030,0.08812,0.11219,1.36620
166.040,0.05580,0.10078,1.31246
166.050,0.03351,0.07539,1.34916
166.060,0.02499,0.09735,1.28416
166.070,-0.00175,0.12344,1.27392
166.080,-0.03474,0.07285,1.21268
166.090,-0.07375,0.10642,1.18920
166.100,-0.11009,0.11368,1.12346
166.110,-0.17331,0.14724,1.11051
166.120,-0.13647,0.09370,1.13064
166.130,-0.20336,0.10124,1.09547
166.140,-0.20646,0.13482,1.08175
166.150,-0.17786,0.08617,1.05061
166.160,-0.17265,0.11582,1.03100
166.170,-0.18734,0.09816,1.03178
166.180,-0.14550,0.08149,1.01855
166.190,-0.16291,0.09023,0.99387
166.200,-0.17167,0.07329,0.97650
166.210,-0.13262,0.11623,0.97889
166.220,-0.12234,0.02445,0.92190
166.230,-0.13677,0.05471,0.91673
166.240,-0.15633,0.04985,0.87190
166.250,-0.14632,0.04681,0.85471
166.260,-0.15955,0.06574,0.84898
166.270,-0.12759,0.02993,0.82885
166.280,-0.14458,0.04360,0.81672
166.290,-0.12749,0.03346,0.74401
166.300,-0.11320,0.04089,0.70457
166.310,-0.15538,0.01691,0.67914
166.320,-0.13763,0.02189,0.65637
166.330,-0.11803,0.00905,0.66281
166.340,-0.10293,-0.01184,0.60779
166.350,-0.10379,0.03652,0.57342
166.360,-0.08908,-0.01376,0.59857
166.370,-0.08503,-0.01085,0.59671
166.380,-0.08450,-0.02090,0.60757
166.390,-0.04820,0.00204,0.62561
166.400,-0.02132,-0.01756,0.70418
166.410,-0.00067,0.02053,0.69316
166.420,0.03205,-0.00070,0.72088
166.430,0.06360,-0.01836,0.79465
